apartment_,latitude,longitude,place_id,zipcode,website,property_a,map_url,phone,Market_Time,School_Time
Chamblee Heights Apartments,33.89297,-84.29153,ChIJLfwdlbUJ9YgRcQe4c43EBvY,30341, ,"3255 Chamblee Dunwoody Rd, Chamblee, GA 30341, USA",https://maps.google.com/?cid=17728073095001409393,(770) 451-2644,9 mins,16 mins
Sterling Oaks Apartment Homes,33.883227,-84.257143,ChIJlXxiHp2n9YgRhdEK9pLoyh0,30341,http://www.sterlingoaksapartments.com/,"3200 Oakwood Village Ln, Chamblee, GA 30341, USA",https://maps.google.com/?cid=2146783890286236037,(770) 452-7321,40 mins,21 mins
10 Perimeter Park Apartments,33.918275,-84.294549,ChIJqyJxEpMJ9YgRr5Zhfd1FzmI,30341,http://www.living10perimeterpark.com/,"10 Perimeter Park Dr, Atlanta, GA 30341, USA",https://maps.google.com/?cid=7119704878512969391,(770) 458-1001,33 mins,19 mins
The Savoy,33.918888,-84.305567,ChIJr8W_vJsJ9YgRsQrVMO2ciE8,30341,http://www.thesavoyapartmenthomes.com/,"4306 N Shallowford Rd, Atlanta, GA 30341, USA",https://maps.google.com/?cid=5731003068369406641,(877) 851-9789,33 mins,19 mins
Century Peachtree Creek Apartments,33.865821,-84.286006,ChIJS_KcCD4I9YgRSIs361Kv7_4,30341,http://www.centurypeachtreecreek.com/,"3001 Northeast Expy, Atlanta, GA 30341, USA",https://maps.google.com/?cid=18370094175736007496,(770) 455-4408,6 mins,11 mins
Woodgate Apartments,33.890986,-84.290671,ChIJwYIOjLUJ9YgR8Qjp0U7ffjc,30341, ,"3248 Chamblee Dunwoody Rd, Chamblee, GA 30341, USA",https://maps.google.com/?cid=3998879048773732593,(770) 451-9918,9 mins,16 mins
Miller Station on Peachtree,33.892286,-84.307068,ChIJy06AfKwJ9YgR71xmxz_XYXI,30341,http://www.millerstationonpeachtree.com/,"3450 Miller Dr, Chamblee, GA 30341, USA",https://maps.google.com/?cid=8242105461993004271,(866) 243-0502,9 mins,14 mins
Huntington Terraces,33.878891,-84.291532,ChIJYT-FLkgI9YgR4o5yVZoNkPo,30341, ,"4725 Buford Hwy NE, Chamblee, GA 30341, USA",https://maps.google.com/?cid=18054945862638014178,(770) 451-7344,27 mins,19 mins
Uptown Buckhead Apartments,33.856195,-84.38093,ChIJ1XC1t2UP9YgRLW5lAKSgO8Y,30342,http://www.uptownbuckheadapts.com/,"3707 Roswell Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=14284187269377388077,(404) 233-4353,22 mins,20 mins
Highland Circle,33.909469,-84.380875,ChIJ3-0bDOwO9YgRH2a8w4anY3o,30342,http://sabrapropertymgt.com/?community=highland-circle,"201 Northwood Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=8819076692572923423,(404) 252-5411,12 mins,23 mins
Highland Springs,33.910408,-84.385698,ChIJ4b_vie0O9YgRjhEkEo00kLM,30342, ,"55 Northwood Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=12938899509934821774,(404) 303-8646,12 mins,23 mins
Chateau Villa Apartments,33.883397,-84.379332,ChIJ7W61CxkP9YgREYndZBltPsQ,30342, ,"4717 Roswell Rd S1, Atlanta, GA 30342, USA",https://maps.google.com/?cid=14140859835823786257,(404) 255-2766,11 mins,11 mins
Aspire Perimeter,33.901869,-84.351869,ChIJC61DmjIJ9YgRaOiQlpv-CRY,30342,http://www.aspireperimeter.com/,"5385 Peachtree Dunwoody Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=1588080287824275560,(866) 380-2235,44 mins,34 mins
The Stratford Apartment Homes,33.903432,-84.372288,ChIJd3UQY8MO9YgRViDVZyw3Y9M,30342,http://www.stratford-apts.com/,"5479 Glenridge Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=15232079028557258838,(404) 255-1710,21 mins,12 mins
Mosaic at Sandy Springs,33.910035,-84.37824,ChIJE-_a2usO9YgRdaueL0-Ad7Q,30342,http://mosaicatsandysprings.net/,"5675 Roswell Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=13004003526645295989,(404) 250-1906,12 mins,23 mins
Charleston Court,33.903599,-84.374368,ChIJfXd3vMIO9YgRv3awLKzgC6Y,30342,http://charlestoncourt.net/,"5450 Glenridge Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=11964903865128613567,(404) 303-9226,21 mins,12 mins
Post Chastain,33.866431,-84.383466,ChIJG9yisW0P9YgRU7vkrj5rxOU,30342,http://www.postproperties.com/GA/Atlanta/Buckhead/Post-Chastain,"4090 Roswell Rd NE, Atlanta, GA 30342, USA",https://maps.google.com/?cid=16556476047087156051,(404) 851-0033,26 mins,23 mins
One Sovereign Place Apartments,33.887881,-84.381042,ChIJHbgXoB4P9YgRX-BUtSUX0LE,30342,http://www.onesovereignplace.com/,"4883 Roswell Road, Atlanta, GA 30342, USA",https://maps.google.com/?cid=12812766390592528479,(404) 255-3668,11 mins,9 mins
Windsor at Glenridge,33.908545,-84.363758,ChIJHdEuUs8O9YgRvPYxFIbKnKU,30342,http://www.windsoratglenridge.com/,"5610 Glenridge Dr, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=11933635789838218940,(866) 994-1691,21 mins,12 mins
Park Village Townhomes,33.883031,-84.379985,ChIJKR4PpBkP9YgRSS6mfT40FIA,30342,http://rjamesproperties.com/properties/park-village/nggallery/image/pv-sign,"4689 Roswell Rd, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=9229058979389648457,(404) 250-1121,11 mins,11 mins
Calibre Springs,33.907127,-84.383218,ChIJLdd1YO4O9YgRiABzf52RPVM,30342,http://www.calibresprings.com/,"800 Lake Placid Dr NE, Atlanta, GA 30342, USA",https://maps.google.com/?cid=5998110384361504904,(404) 250-4300,12 mins,23 mins
Southern Trace Apartments,33.900898,-84.38157,ChIJLQ9zueUO9YgRkPoGXTmqpeM,30342, ,"5320 Roswell Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=16403704381117495952,(404) 256-4800,12 mins,23 mins
Indigo House,33.907791,-84.359539,ChIJlxULVskO9YgRZBEOiq2IChk,30342,https://indigohouseatl.com/,"48-, 78 Glenridge Point Pkwy N E, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=1804404879642202468,(404) 748-1952,44 mins,34 mins
Chastain Terrace Apartments,33.887014,-84.378883,ChIJnXP40x4P9YgRYonzZyC_ANE,30342,http://www.mychastainterrace.com/,"240 Franklin Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=15060247299830810978,(844) 229-2955,11 mins,9 mins
Dewberry Isle,33.890543,-84.379301,ChIJoUXPFR4P9YgRudrFq3r592Q,30342, ,"240 E Belle Isle Rd NE, Atlanta, GA 30342, USA",https://maps.google.com/?cid=7275558028303522489, ,11 mins,9 mins
Nevadan Apartments,33.904193,-84.368519,ChIJtSzbk8QO9YgRfBCxd794DqY,30342,http://www.nevadanapartments.com/nevadan-apartments,"5501 Glenridge Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=11965634023712166012,(404) 255-4821,21 mins,12 mins
Indigo House,33.907992,-84.360145,ChIJu-Gw4ssO9YgRB4RKGckAvN4,30342,http://www.indigohouseatl.com/,"111 Glenridge Point Pkwy N E, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=16049704035754345479,(404) 748-1952,44 mins,34 mins
The Residences at Chastain Apartments,33.864116,-84.379549,ChIJW-jC1msP9YgR1dR0P6Nx2uA,30342,http://www.theresidencesatchastain.com/,"4011 Roswell Rd NE, Atlanta, GA 30342, USA",https://maps.google.com/?cid=16202387555377009877,(404) 600-1433,26 mins,23 mins
US Housing & Urban Development Department,33.755084,-84.391157,ChIJ6Y-10oYD9YgRXHh5MjcxxOg,30343,http://www.hud.gov/,"40 Marietta St, Atlanta, GA 30303, USA",https://maps.google.com/?cid=16772585025374353500,(404) 331-1798,5 mins,15 mins
Garden Court,33.646204,-84.488466,ChIJ3ebLDVvi9IgRu9_lPf6w5Fc,30344,http://www.cflane.com/id/1925/garden-court-east-point--ga-30344,"4060 Janice Dr, East Point, GA 30344, USA",https://maps.google.com/?cid=6333381581996416955,(404) 762-7730,49 mins,18 mins
Landmark at Creekside Grand Apartment Homes,33.664362,-84.5001,ChIJ4eX1vnLi9IgR8buBllF0njg,30344,http://www.landmarkatcreeksidegrand.com/,"3505 Redwine Rd, Atlanta, GA 30344, USA",https://maps.google.com/?cid=4079826206210505713,(404) 344-0080,1 hour 5 mins,29 mins
Colony At Camp Creek,33.653992,-84.494293,ChIJ6zeUpGni9IgR5talA8OhNN0,30344, ,"3222 Kenelworth Dr, Atlanta, GA 30344, USA",https://maps.google.com/?cid=15939542840122922726,(404) 765-4926,15 mins,35 mins
Bullock Habersham Townhomes,33.666648,-84.465679,ChIJ9QrSBZzi9IgRmKHq1RmBb-w,30344,http://rjamesproperties.com/properties/bullock-habersham-townhomes/,"3251 Washington Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=17036977863328965016,(404) 766-8391,15 mins,16 mins
Columbia At Sylvan Hills,33.700395,-84.426262,ChIJA7iu-xUd9YgReGe_TuN9aKs,30344,http://www.columbiares.com/property/columbia-sylvan-hills-0,"1150 Astor Ave SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=12351260393295800184,(404) 756-6788,15 mins,9 mins
Laurel Ridge at Washington Road,33.649057,-84.493526,ChIJDbshVULi9IgRnc7WeUbamCY,30344,http://www.liveatlaurelridgeapts.com/,"2900 Laurel Ridge Way, East Point, GA 30344, USA",https://maps.google.com/?cid=2781212766127967901,(404) 761-0191,15 mins,35 mins
Harmony Apartment Homes,33.665286,-84.467635,ChIJf0HuBZvi9IgRuSlscODVgy4,30344,http://www.harmonyproperties.com/,"2420 Heaton Dr, East Point, GA 30344, USA",https://maps.google.com/?cid=3351757707629308345,(404) 763-3576,15 mins,16 mins
Hidden Cove,33.696133,-84.45015,ChIJG1ICsTkd9YgR6L8U6xpDsJA,30344,http://www.cflane.com/id/1926/hidden-cove-east-point--ga-30344,"1900 Stanton Delowe Con, Atlanta, GA 30344, USA",https://maps.google.com/?cid=10425906920254914536,(404) 765-0824,20 mins,19 mins
Mt Vernon Apartments,33.67016,-84.461088,ChIJG2Pxn5_i9IgRqayKa4pc4dE,30344, ,"3155 Harris Dr #7, East Point, GA 30344, USA",https://maps.google.com/?cid=15123470773266328745,(678) 705-1674,15 mins,16 mins
Victory Place Apartments,33.668718,-84.462399,ChIJgdpZ5p7i9IgRFVlN5l83DZM,30344,http://www.thevictorygroup.com/,"3128 Chateau Blvd, East Point, GA 30344, USA",https://maps.google.com/?cid=10596186383297894677,(404) 209-0028,15 mins,16 mins
Delowe Village Apartments,33.690605,-84.457073,ChIJl1o0u0Ed9YgR8qe8ujXln40,30344, ,"2360 Delowe Dr, East Point, GA 30344, USA",https://maps.google.com/?cid=10205127299573786610,(404) 762-9871,20 mins,19 mins
Village Highlands,33.702628,-84.446084,ChIJPwDmlDAd9YgRHd_C7JoDeCU,30344, ,"1932 Stanton Rd, Atlanta, GA 30344, USA",https://maps.google.com/?cid=2699911940540653341,(404) 209-9008,20 mins,19 mins
Regency Park Apartments,33.652738,-84.495491,ChIJR4sUoELi9IgR156Wm0pw7Uk,30344,http://www.regencypark-campcreek.com/,"3200 Desert Dr, Atlanta, GA 30344, USA",https://maps.google.com/?cid=5327037399989395159,(404) 762-6679,15 mins,35 mins
Stonetree Apartments,33.66619,-84.468279,ChIJsewkYZvi9IgR1QoHNL9z-gg,30344,http://www.jamcoproperties.com/contact_leasing/21/Stonetree-Apartments,"2414 Stone Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=646956761529912021,(888) 656-0342,15 mins,16 mins
Brookfield Apartments,33.670977,-84.459062,ChIJVRJEJ6Di9IgRT7ovOQIj0zo,30344,http://www.brookfieldapartmenthomes.com/,"3072 Washington Rd #17, East Point, GA 30344, USA",https://maps.google.com/?cid=4238770166742104655,(404) 692-7546,6 mins,16 mins
Dodson Courtyard Apartments,33.666798,-84.472547,ChIJVZQbfITi9IgR_PAcYDzRlXI,30344,http://rjamesproperties.com/properties/dodson-courtyard/,"3250 Dodson Drive Connector, East Point, GA 30344, USA",https://maps.google.com/?cid=8256735549094424828,(404) 767-5322,15 mins,16 mins
Chateau Montagne Apartments,33.856376,-84.298049,ChIJ_____zsG9YgR2jk5dfmn28k,30345,http://www.chateau-montagne.com/,"2628 Northeast Expy, Atlanta, GA 30345, USA",https://maps.google.com/?cid=14545404111378528730,(404) 633-4286,36 mins,27 mins
Seven Springs,33.858124,-84.293063,ChIJ_6FHwGwI9YgRNgtIy6ozvz0,30345,http://www.7springsatlanta.com/,"100 Ridgebrook Way, Atlanta, GA 30345, USA",https://maps.google.com/?cid=4449331765513292598,(404) 639-5585,6 mins,11 mins
Anderson at Clairmont,33.851539,-84.302054,ChIJ4W8uZHAI9YgR6KyiJCFNMwE,30345,http://www.andersonatclairmont.com/,"2500 NE Expy NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=86497622594071784,(404) 982-7900,36 mins,27 mins
Atlas Lavista Hills,33.85029,-84.249631,ChIJ61SHmeen9YgRky0uXpMAgfo,30345,http://www.atlaslavistahills.com/,"2200 Parklake Dr NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=18050709414417935763,(770) 621-4144,12 mins,16 mins
The Brooke,33.860925,-84.287261,ChIJ9amWOxQI9YgRE-gr3HIQIic,30345,http://www.lyonliving.com/the-brooke/,"2500 Shallowford Rd, Atlanta, GA 30345, USA",https://maps.google.com/?cid=2819834402193532947,(404) 471-1140,6 mins,11 mins
Avenues 85 Apartments,33.853249,-84.296701,ChIJBSIr9XEI9YgRNHKq9t_m1ag,30345,https://www.facebook.com/Avenues85Apts/,"2515 Northeast Expy, Atlanta, GA 30345, USA",https://maps.google.com/?cid=12165883818001723956,(404) 633-2675,36 mins,27 mins
LaVista Crossing,33.841026,-84.260606,ChIJedBk8Qeo9YgRnQUI2QXc3zs,30345,http://www.lavistacrossingapartments.com/,"3797 Lavista Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=4314408885718353309,(404) 287-0058,27 mins,33 mins
Valley Oaks Apartments,33.859894,-84.298387,ChIJJaKKH2wI9YgRkFuNnnJq55s,30345, ,"2400 Johnson Rd NE # A, Atlanta, GA 30345, USA",https://maps.google.com/?cid=11234064836017871760,(404) 634-3374,14 mins,17 mins
CityNORTH Apartments,33.850352,-84.248006,ChIJJdkIW92n9YgRBdgth1gVnQQ,30345,http://www.citynorthatlanta.com/,"3421 Northlake Pkwy NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=332445417464518661,(770) 723-7036,12 mins,16 mins
Providence of Northlake Apartments,33.849474,-84.251384,ChIJkQ7wAOen9YgRiitxdL5g8yw,30345,http://venterraliving.com/northlake/rent_pricing_availability?id=PNGGM005,"2200 Ranchwood Dr NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=3239038928123145098,(678) 534-8831,12 mins,16 mins
Gables Century Center,33.848295,-84.310995,ChIJl9-NQH4I9YgRwstGXSSzJF8,30345,http://www.gables.com/centurycenter,"1740 Century Cir NE, Chamblee, GA 30345, USA",https://maps.google.com/?cid=6855801501529852866,(404) 679-5888,19 mins,17 mins
Royale Apartments,33.85027,-84.319876,ChIJoe4BZ4QI9YgRfY8whhbNKc8,30345, ,"3593 Buford Hwy NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=14927687936520523645,(404) 321-3722,19 mins,17 mins
Huntington Creek,33.86482,-84.297613,ChIJpbQTvmkI9YgRavAhnMeywBI,30345,http://www.huntingtoncreekga.com/,"2236 Plaster Rd NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=1351276458598854762,(404) 329-0892,14 mins,17 mins
Ashford Gardens Apartments,33.863423,-84.299001,ChIJ-WtZVWgI9YgRMvLfu_S1NQs,30345,http://www.ashfordgardens.com/,"2203 Plaster Rd NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=807751770911535666,(404) 320-6306,14 mins,17 mins
Hawthorne at Clairmont,33.856534,-84.292692,ChIJXboupG0I9YgRNckxl9EpQyA,30345,http://www.hawthorneatclairmont.com/,"2345 Peachwood Cir NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=2324747812814833973,(404) 235-5900,26 mins,7 mins
93East Apartments,33.864071,-84.286215,ChIJY36REhYI9YgR_MQqWc8s14E,30345,http://www.live93east.com/,"2565 Shallowford Rd, Atlanta, GA 30345, USA",https://maps.google.com/?cid=9355996019951322364,(404) 633-0993,6 mins,11 mins
Sienna Ridge,33.862849,-84.296229,ChIJyQCFO2oI9YgRx3yFhVyNCIE,30345,http://www.sienna-ridge.com/,"2283 Plaster Rd NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=9297836859223014599,(404) 636-9930,14 mins,17 mins
Peppertree Apartment,33.863401,-84.303759,ChIJz91LrGcI9YgRFCbW9g97a5A,30345, ,"4203 Buford Hwy NE, Atlanta, GA 30345, USA",https://maps.google.com/?cid=10406546672465618452,(404) 633-4789,14 mins,17 mins
The Lofts Perimeter Center,33.927079,-84.328968,ChIJ0e4FlGYJ9YgRncNYWKvTdHM,30346,http://www.loftsperimetercenter.com/,"100 Perimeter Lofts Cir, Dunwoody, GA 30346, USA",https://maps.google.com/?cid=8319507144535229341,(770) 394-0300,30 mins,24 mins
Mount Vernon Flats at The Perimeter,33.934881,-84.347374,ChIJ0Uj9h_0L9YgRhod4kpZ5dnw,30346,http://www.mountvernonflats.com/,"1265 Mt Vernon Hwy, Atlanta, GA 30338, USA",https://maps.google.com/?cid=8968489395564349318,(770) 512-0220,34 mins,28 mins
The Bricks Perimeter Center,33.930376,-84.335745,ChIJ2wDWYl4J9YgRhg2TKGG0naY,30346,http://www.bricksperimeter.com/,"302 Perimeter Center N, Atlanta, GA 30346, USA",https://maps.google.com/?cid=12005950511025163654,(877) 637-3072,30 mins,24 mins
1160 Hammond,33.919488,-84.348967,ChIJ3wcPIEwJ9YgRv39Ll4NUFew,30346,http://www.1160hammond.com/,"1600 Hammond Dr, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=17011596091617673151,(866) 347-9434,36 mins,30 mins
Mt Vernon Plantation Private Residences,33.936551,-84.35059,ChIJ5VSw0v0L9YgRdnV5KvlCkU4,30346,http://www.mountvernonplantation.com/,"1212 Mt Vernon Hwy, Atlanta, GA 30338, USA",https://maps.google.com/?cid=5661379844508317046,(770) 395-7616,34 mins,28 mins
The Alexander at the Perimeter,33.923388,-84.334332,ChIJAWjrSl0J9YgRfFULx4fdPSQ,30346,http://www.simpsonpropertygroup.com/apartments/atlanta-georgia/the-alexander-at-the-perimeter-center,"70 Perimeter Center E, Atlanta, GA 30346, USA",https://maps.google.com/?cid=2611486934174487932,(770) 804-2224,51 mins,23 mins
Century Apartment Homes,33.91336,-84.348135,ChIJeZJU2EkJ9YgR1M7M-U8xY6w,30346,http://www.century-apartments.com/,"1200 Lake Hearn Dr NE, Atlanta, GA 30319, USA",https://maps.google.com/?cid=12421826416781086420,(404) 380-0494,36 mins,30 mins
The Drexel,33.926408,-84.330347,ChIJoVlTAmcJ9YgRft5HtYYZorg,30346,http://www.drexelatlanta.com/,"100 Drexel Point, Dunwoody, GA 30346, USA",https://maps.google.com/?cid=13304224315563564670,(770) 817-8300,51 mins,23 mins
The Manhattan high-rise,33.930787,-84.343047,ChIJp_WX2VkJ9YgRBAFXOxGuyCU,30346, ,"Olde Perimeter Way, Dunwoody, GA 30346, USA",https://maps.google.com/?cid=2722617363778699524, ,30 mins,24 mins
Ashford Park Apartment Homes,33.92775,-84.331725,ChIJr5oVUWcJ9YgRUO8prauTa7c,30346,http://ashfordparkapts.com/,"2000 Asbury Square, Atlanta, GA 30346, USA",https://maps.google.com/?cid=13216819897002749776,(770) 396-7771,30 mins,24 mins
Axis at Perimeter Apartments,33.926723,-84.334716,ChIJU1kUKVoJ9YgRFjLHgcL2NC0,30346,http://www.axisatperimeter.com/,"8 Perimeter Center E, Atlanta, GA 30346, USA",https://maps.google.com/?cid=3257499745757114902,(678) 443-9500,51 mins,23 mins
The Bricks Perimeter Center,33.930376,-84.335742,ChIJwfS7WF4J9YgRJ9YBhGGq7M0,30346,http://www.bricksperimeter.com/,"302 Perimeter Center N, Atlanta, GA 30346, USA",https://maps.google.com/?cid=14838422208082204199,(877) 637-3072,30 mins,24 mins
Campbell-Stone Buckhead,33.83434,-84.384828,ChIJKyvwaJAF9YgR07y8PAE_AOw,30348,http://www.campbellstone.org/,"2911 Pharr Ct S Northwest, Atlanta, GA 30305, USA",https://maps.google.com/?cid=17005661467497512147,(404) 261-4132,11 mins,15 mins
Pharr Manor,33.837839,-84.385469,ChIJvSNxi48F9YgRh7IMIzL7h-o,30348,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwi15Mu_qozLAhVDVz4KHQKpD-kQFggcMAA&url=http%3A%2F%2Fwww.habershamapts.com%2Fproperty%2Fpharr-manor&usg=AFQjCNHzMCtFeMK5FqjidaiCcVIOiCBZKQ&sig2=aOWMrAXNpakvw2tWeM-6RA,"119 Pharr Rd NW, Atlanta, GA 30305, USA",https://maps.google.com/?cid=16899752319486046855, ,11 mins,15 mins
Meadow Springs Apartment Homes,33.589021,-84.421023,ChIJ4RpMvKP89IgRgpk_pl0R8vM,30349,http://www.gomeadowsprings.com/,"6114 Riverdale Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=17578131389499283842,(770) 909-3026,30 mins,16 mins
Park Walk Apartments,33.59773,-84.418591,ChIJ5RtT5r389IgRHnUvDxkV9w4,30349,http://www.parkwalkapartments.net/,"875 Garden Walk Blvd, College Park, GA 30349, USA",https://maps.google.com/?cid=1078353833151657246,(770) 996-2776,24 mins,19 mins
Biscayne Apartments,33.609377,-84.474774,ChIJbctwoA3j9IgR_GPiMx6F1U8,30349,http://www.biscayneapt.com/,"5401 Old National Hwy, College Park, GA 30349, USA",https://maps.google.com/?cid=5752650463801664508,(404) 692-6393,22 mins,19 mins
Brookside Apartments,33.60637,-84.431855,ChIJh3zVnsn89IgRAz3kZZRULOM,30349,http://www.lincolnapts.com/,"5420 Riverdale Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=16369551741926259971,(770) 996-1377,10 mins,23 mins
Gateway Apartments,33.595046,-84.417448,ChIJHZ1Ge7389IgRGBCEYvgprY0,30349,http://www.pegasusresidential.com/gateway-at-hartsfield-collegepark-ga,"852 Garden Walk Blvd, College Park, GA 30349, USA",https://maps.google.com/?cid=10208862077100232728,(770) 996-5252,24 mins,19 mins
The Legacy Apartment Homes,33.610923,-84.437758,ChIJo8Ve28z89IgRuJFuFgsjex4,30349,http://legacyapartmentliving.com/,"5239 Riverdale Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=2196387773801206200,(770) 996-6812,10 mins,23 mins
Meadow View Apartments,33.590709,-84.424454,ChIJP4oHjqT89IgR-XMJ6rQHyTY,30349,http://www.gomeadow-view.com/,"6030 Riverdale Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=3947695021968946169,(770) 991-1410,30 mins,16 mins
Ashford At Stoneridge Apartments,33.60162,-84.422574,ChIJpS6wX8f89IgRGY4hZDSMPvY,30349,http://www.ashfordstoneridgeatlapts.com/,"1048 Flat Shoals Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=17743773738532441625,(855) 980-6771,24 mins,19 mins
Lake of the Woods Apartments,33.594075,-84.41371,ChIJq8XsE5f89IgRluYrFLH7JNA,30349, ,"746 Garden Walk Blvd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=14998389397016798870,(770) 991-1993,24 mins,19 mins
Gardenwood Apartments,33.595081,-84.423451,ChIJs5cJUrv89IgRhGY8XsUhEug,30349,http://gardenwood.prospectportal.com/,"1110 Garden Walk Blvd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=16722465497953363588,(770) 991-6999,24 mins,19 mins
Garden Walk Apartments,33.594673,-84.420227,ChIJS9Wg0bz89IgRCAbK_v2l5iw,30349,http://gardenwalkapartments.net/,"934 Garden Walk Blvd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=3235455892632241672,(770) 907-8008,24 mins,19 mins
Brookstone,33.596963,-84.423678,ChIJswUldbz89IgR6TnlbIZesX8,30349,http://www.brookstonecollegepark.com/,"1081 Garden Walk Blvd, College Park, GA 30349, USA",https://maps.google.com/?cid=9201239445140224489,(770) 991-3400,24 mins,19 mins
Lakeside Apartment Townhomes,33.602863,-84.431673,ChIJUWUlQLb89IgR8tmH-62SMFs,30349,http://www.jamcoproperties.com/contact_leasing/24/Lakeside-Apartment-Townhomes,"5577 Riverdale Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=6570913132280535538,(770) 907-6856,24 mins,19 mins
Poplar Springs Apartments,33.588868,-84.417163,ChIJuZvjcqL89IgR6-uyCRy9nt0,30349,http://www.poplarspringsapartments.com/,"6095 W Lees Mill Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=15969409256821812203,(770) 997-4470,30 mins,16 mins
Hickory Park Apartments,33.621472,-84.512983,ChIJW7EwNtDj9IgR0n1bxAKvAlQ,30349,http://www.hickoryparkapts.com/DisplayFloorPlan.html,"4900 Delano Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=6053593275558493650,(404) 761-8033,1 hour 33 mins,53 mins
Circa 400 Apartment Homes,33.981725,-84.345592,ChIJ0UVqTXgL9YgRchC-n5A1TqQ,30350,http://www.circa400.com/,"501 Northridge Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=11839459365675208818,(678) 448-4150,12 mins,28 mins
The Preserve at Dunwoody,33.991075,-84.334949,ChIJ5XL2qm0L9YgR9GufSucWEMg,30350,http://www.preserveatdunwoody.com/,"8600 Roberts Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=14416047589858175988,(470) 235-5397,24 mins,24 mins
Waters Edge Apartments,33.993829,-84.336022,ChIJ8youYGwL9YgRaJaoJ_ejRCE,30350,http://watersedgeaptsgeorgia.com/,"8601 Roberts Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=2397221183585556072,(770) 993-9645,24 mins,24 mins
Dunwoody Crossing,33.993915,-84.343036,ChIJA8IdZm8L9YgR60i1O8fafuM,30350,http://www.gscapts.com/apartments/sandy_springs_ga/zip_30350/gsc/4524/,"700 Summit Pl Dr, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=16392780242910267627,(888) 577-8384,24 mins,24 mins
Wesley St. James,33.967101,-84.360688,ChIJAz1INHEM9YgRO2xAeYBfcXo,30350,http://www.wesleystjames.com/,"7785 Roswell Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=8822938150390230075,(678) 214-3966,8 mins,20 mins
Dunwoody Pointe,33.973235,-84.353305,ChIJd8TkYocL9YgRbxVL8rvNdvA,30350,http://www.dunwoody-pointe.com/,"7901 Roswell Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=17327262823462147439,(770) 396-0060,12 mins,28 mins
Highland Park Apartments,33.985181,-84.342998,ChIJeX4xrHAL9YgRKXh8p0XjNWM,30350,http://www.livehighlandpark.com/,"100 Highland Park Trail, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=7148869871822731305,(770) 594-7118,24 mins,24 mins
Legends At Dunwoody Apartment Homesmm,33.964911,-84.353024,ChIJl8a2IHYM9YgRYPWCzIgNmsw,30350,http://www.legendsatdunwoody.com/,"7700 Colquitt Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=14743111211348587872,(770) 396-0010,28 mins,5 mins
